attempt_count,hint_count,type,first_action,Average_confidence(CONFUSED),tot_seconde_diff,cognitive_score
1,1,2,1,0.0,96.0,2
4,0,2,0,0.0,15.0,1
3,4,2,0,0.0,86.0,2
6,4,2,0,0.0,51.0,2
1,0,1,0,0.939394,37.0,3
2,2,2,0,0.0,34.0,2
3,1,2,0,0.0,93.0,2
5,4,2,0,0.0,56.0,2
3,3,2,0,0.1542288333333333,43.0,2
3,1,1,0,0.0,38.0,1
3,1,1,0,0.0,84.0,1
5,3,2,0,0.0,167.0,2
3,1,2,0,0.0,208.0,2
3,3,2,0,0.5,437178.0,2
2,3,2,0,0.3815384,31.0,2
2,0,1,2,0.0,73.0,2
5,4,2,0,0.0,110.0,2
4,3,3,0,0.0,88.0,2
1,0,2,0,1.0,49.0,3
5,2,2,1,0.0,65.0,2
3,0,2,0,0.0,382923.0,1
1,0,2,0,1.0,114.0,3
5,3,2,0,0.0,81.0,2
1,0,1,0,0.0,179.0,3
2,4,1,0,0.0,32.0,2
1,1,2,1,0.0,119.0,2
2,0,2,0,0.469697,29.0,2
2,1,2,0,0.0,287.0,2
7,0,2,0,0.0,57.0,2
4,3,2,0,0.0,28.0,2
3,2,2,0,0.1850746,30.0,2
2,0,2,0,0.5,9.0,2
3,3,2,0,0.1614583333333333,29.0,2
7,3,2,0,0.0978947,40.0,2
4,0,2,0,0.0,79.0,2
5,2,2,0,0.0,120.0,2
3,4,2,0,0.0,69.0,2
3,3,2,0,0.0,85.0,2
1,0,3,0,0.0,82.0,3
2,2,2,0,0.0,32.0,2
2,1,2,1,0.0,44.0,2
5,1,2,0,0.0,43.0,2
2,0,2,0,0.5,56.0,2
8,3,2,0,0.0903263636363636,34.0,2
2,0,1,0,0.0,196.0,2
2,1,1,0,0.0,94.0,2
9,3,2,0,0.16491225,70.0,2
1,1,1,1,0.0,3.0,1
2,0,2,0,0.5,36.0,2
4,0,2,0,0.0,222.0,2
2,1,1,0,0.0,103.0,2
6,0,2,0,0.0,59.0,2
3,1,2,0,0.0,78.0,2
2,3,2,0,0.198718,15.0,2
4,0,2,0,0.0,146.0,2
3,1,2,0,0.0,48.0,1
1,0,1,0,0.0,102.0,1
4,1,1,0,0.0,127.0,2
1,0,2,0,0.0,176.0,3
1,4,2,1,0.3878788,25.0,2
2,0,2,0,0.4894735,43.0,2
3,0,1,0,0.0,27.0,1
1,0,1,0,0.0,37.0,2
2,4,2,0,0.0,30.0,2
9,0,2,0,0.0,598.0,2
2,0,2,0,0.0,39.0,1
1,1,2,1,0.0,303.0,2
1,0,3,0,0.0,78.0,2
1,0,3,0,0.0,29.0,2
3,0,2,0,0.0,86.0,2
1,0,1,0,0.939394,41.0,3
2,1,2,1,0.0,28.0,1
3,3,2,0,0.0,14.0,2
3,3,2,0,0.3333333333333333,20.0,2
3,3,2,0,0.0,72.0,2
2,3,2,0,0.0,161.0,2
4,0,2,0,0.25,57.0,2
3,0,2,0,0.0,124.0,2
4,3,2,0,0.0,98.0,2
1,0,1,0,0.0,169.0,3
3,0,2,0,0.0,95.0,2
2,4,2,0,0.479798,26.0,2
1,1,1,1,0.0,132.0,2
3,0,2,0,0.0,191.0,2
4,4,2,0,0.4894735,517964.0,2
3,0,1,0,0.0,63.0,2
2,0,1,0,0.4558825,33.0,1
2,3,2,1,0.0,46.0,2
1,0,1,0,0.946565,2.0,3
1,0,1,0,0.0,112.0,2
5,1,2,0,0.0,627682.0,2
1,0,2,0,0.0,246.0,3
4,3,2,0,0.0,45.0,2
3,0,2,0,0.0,124.0,1
3,1,1,0,0.0,12.0,2
4,0,2,0,0.0,47.0,2
2,0,2,0,0.0,162.0,2
3,0,1,0,0.0,9.0,2
5,4,2,0,0.0,43.0,2
4,0,2,0,0.0,180.0,2
3,2,2,0,0.189313,46.0,2
7,2,1,0,0.0,216.0,2
3,1,3,0,0.0,129.0,1
1,0,3,0,0.0,2.0,2
1,0,1,0,0.0,103.0,2
2,0,3,0,0.0,21.0,2
2,2,2,0,0.0,101.0,1
2,2,2,1,0.0,43.0,2
1,0,2,0,0.0,386.0,3
2,0,2,0,0.4732825,5.0,2
1,0,1,0,0.0,130.0,3
1,4,2,1,0.6,31.0,2
3,3,2,0,0.3245726666666666,62.0,2
6,0,2,0,0.0,165.0,1
3,3,2,0,0.0,31.0,2
2,0,2,0,0.4894735,45.0,2
4,0,1,0,0.25,24.0,2
3,3,2,0,0.1655983333333333,20.0,2
1,0,3,0,0.0,51.0,2
3,1,1,1,0.0,243.0,2
4,0,1,0,0.0,29.0,2
5,1,2,0,0.0,60.0,2
2,4,2,0,0.0,18.0,2
7,0,1,0,0.0,42.0,2
2,3,2,0,0.1878788,60.0,2
2,3,2,0,0.0,130.0,2
2,2,2,0,0.0,58.0,2
6,0,2,0,0.0,65.0,1
3,3,2,0,0.1565656666666666,70.0,2
2,0,1,0,0.5,57.0,2
3,3,2,0,0.1565656666666666,114.0,2
1,0,1,0,0.0,17.0,1
5,4,2,0,0.1076388888888888,63.0,2
4,0,1,0,0.0,163.0,2
4,3,2,0,0.0,32.0,2
2,0,2,0,0.0,189.0,2
1,4,2,1,0.198718,30.0,2
4,3,2,0,0.1428571428571428,56.0,1
1,3,2,1,0.0,19.0,2
1,4,2,1,0.0,10.0,2
4,0,2,0,0.0,123.0,2
11,3,2,0,0.0714285714285714,127.0,2
3,3,0,0,0.0,71.0,2
2,4,1,0,0.0,46.0,1
3,0,2,0,0.0,186.0,1
5,3,2,0,0.0,37.0,2
2,0,2,0,0.0,82.0,1
1,0,3,0,0.0,96.0,1
4,0,2,0,0.0,49.0,2
7,4,2,0,0.0,107.0,2
2,2,2,0,0.25,19.0,2
3,3,2,0,0.0,69.0,2
7,4,2,0,0.0,100.0,2
2,4,2,0,0.3131313333333333,42.0,2
2,1,2,0,0.0,373.0,2
11,3,2,0,0.0714285714285714,254.0,1
8,1,2,0,0.0,151.0,2
2,0,2,0,0.0,148.0,2
2,0,2,0,0.0,226.0,2
2,0,1,0,0.4894735,30.0,1
1,3,1,1,0.0,17.0,1
9,1,1,0,0.0,13580.0,2
2,1,2,0,0.3179486666666666,41.0,2
3,4,2,0,0.0,55.0,2
3,4,2,0,0.268645,30.0,2
4,0,2,0,0.0,103.0,2
1,0,3,0,0.0,24.0,2
6,3,2,0,0.0,144.0,2
4,0,2,0,0.0,114.0,2
3,0,1,0,0.0,115.0,2
2,0,1,0,0.0,136.0,2
1,3,2,1,0.25,25.0,2
2,3,2,1,0.0,22.0,1
1,1,2,1,0.0,9.0,2
5,3,2,0,0.0,126.0,2
2,3,2,0,0.1850746,36.0,2
4,0,3,0,0.0,32.0,2
1,0,3,0,0.0,174.0,3
1,1,1,1,0.0,203.0,2
1,0,2,0,0.0,318.0,3
3,2,2,0,1.0,48.0,2
3,4,2,0,0.1341991428571428,44.0,2
2,1,3,0,0.3179486666666666,20.0,2
2,0,0,0,0.0,78.0,2
1,0,3,0,0.96875,16.0,3
1,2,2,1,0.0,17.0,2
2,4,2,0,0.1589743333333333,29.0,2
4,0,2,0,0.2348485,72.0,1
3,4,2,0,0.0,81.0,2
2,0,2,0,0.0,122.0,2
1,0,1,0,0.0,188.0,3
4,4,2,0,0.0,342.0,2
1,0,1,0,0.0,150.0,2
2,1,2,0,0.3039216666666666,20.0,2
4,4,2,0,0.125,35.0,2
3,4,2,0,0.1341991428571428,53.0,2
2,0,2,0,0.5,52.0,1
3,1,2,0,0.0,113.0,2
8,0,2,0,0.12109375,49.0,2
4,2,2,0,0.0,73.0,2
2,1,1,0,0.3179486666666666,15.0,2
6,0,2,0,0.0,66.0,2
2,0,2,0,0.0,23.0,1
4,2,2,0,0.0,85.0,2
3,2,1,0,0.0,264.0,2
2,4,2,0,0.0,90.0,2
3,0,1,0,0.0,167.0,2
8,2,2,0,0.0,286.0,2
2,1,1,0,0.0,541.0,2
3,3,2,0,0.1614583333333333,47.0,1
1,1,1,1,0.0,124.0,2
9,0,1,0,0.0,148.0,2
3,0,2,0,0.0,193.0,2
2,0,2,0,0.0,80.0,1
6,2,2,0,0.115671625,65.0,2
3,0,2,0,0.3333333333333333,34.0,2
4,3,2,0,0.0,126.0,2
4,3,2,0,0.0,29.0,2
2,0,2,0,1.0,38.0,2
1,1,2,1,0.0,155.0,1
3,4,2,0,0.0,37.0,2
4,0,2,0,0.0,375.0,2
2,1,3,0,0.0,17.0,2
2,0,3,0,0.0,43.0,2
3,1,3,0,0.0,80.0,2
1,3,2,1,0.0,9.0,2
4,0,2,0,0.0,117.0,2
1,0,3,0,0.0,197.0,3
6,3,2,0,0.0,22.0,2
6,0,2,0,0.0,71.0,2
2,1,2,1,0.0,116.0,2
1,1,2,1,0.484375,136.0,2
3,0,2,0,0.0,60.0,1
7,0,2,0,0.0,80.0,2
5,1,2,0,0.0,83.0,2
1,0,1,0,0.0,140.0,3
1,3,1,1,0.0,13.0,2
2,3,2,0,0.198718,17.0,2
1,2,2,1,0.0,21.0,1
4,3,2,0,0.1362637142857142,53.0,2
6,1,2,0,0.0,86.0,2
2,0,1,0,0.5,129.0,2
4,1,1,0,0.0,93.0,2
2,0,1,0,0.0,208.0,2
6,1,1,0,0.0,5946.0,2
3,0,1,0,0.0,17342.0,2
2,1,1,0,0.3131313333333333,97.0,1
1,0,1,0,0.0,250.0,2
4,1,1,0,0.0,20.0,2
3,0,1,0,0.0,116.0,2
2,0,2,0,0.4732825,7.0,2
1,0,1,0,0.0,72.0,2
2,1,1,0,0.0,569.0,2
1,0,1,0,0.0,38.0,1
6,1,2,0,0.1398495714285714,25.0,2
3,0,2,0,0.0,108.0,2
3,4,2,0,0.0,135.0,2
2,4,2,0,0.0,86.0,2
2,1,2,1,0.0,113.0,2
1,3,2,1,0.0,20.0,1
5,3,2,0,0.0,43.0,2
6,3,2,0,0.0,214.0,1
2,4,2,0,0.0,155.0,1
2,1,3,0,0.0,14.0,1
2,1,0,0,0.0,38.0,2
3,2,2,0,0.0,60.0,2
1,0,3,0,0.0,74.0,3
1,0,2,0,0.0,182.0,3
3,4,2,0,0.0,12.0,2
3,2,2,0,0.0,35.0,2
3,0,2,0,0.3229166666666666,105.0,2
2,3,2,0,0.1957894,25.0,2
4,3,2,0,0.0,59.0,2
5,0,2,0,0.0,73.0,2
10,3,2,0,0.0,3500.0,2
3,0,1,0,0.0,66.0,2
4,0,1,0,0.0,52.0,2
4,4,2,0,0.0,39.0,2
1,0,1,0,0.978947,6.0,3
3,1,2,0,0.0,63.0,2
4,2,2,0,0.1666666666666666,41.0,2
3,1,2,0,0.0,37.0,2
2,1,1,0,0.0,54.0,2
5,2,2,0,0.0,99.0,2
2,2,2,0,0.73809525,64.0,2
2,0,1,0,0.0,338.0,2
1,0,1,0,0.0,225.0,3
1,1,2,1,0.0,53.0,2
2,3,1,0,0.0,24.0,2
2,0,1,0,0.0,112.0,1
3,1,1,0,0.0,30552.0,2
2,0,1,0,0.469697,46.0,2
3,0,1,0,0.0,16.0,2
2,0,1,0,0.0,47.0,1
8,0,2,0,0.0,58.0,2
2,3,2,0,0.1907692,20.0,2
3,3,2,0,0.0,22.0,1
0,0,1,2,0.0,301.0,2
9,3,2,0,0.0,81.0,1
3,4,2,0,0.0,71.0,2
2,0,1,0,0.0,132.0,1
3,1,2,0,0.23134325,60.0,2
4,0,2,0,0.0,162.0,2
2,2,2,0,0.2348485,27.0,2
1,1,2,1,0.0,5.0,2
6,0,2,0,0.0,145.0,2
2,0,2,0,0.5,43.0,2
2,2,0,1,0.0,78.0,1
3,0,0,0,0.0,66.0,2
1,0,1,0,0.0,32.0,2
3,2,2,0,0.0,79.0,2
5,4,2,0,0.0,108.0,2
4,0,2,0,0.25,27.0,2
3,0,2,0,0.0,1555332.0,2
3,3,2,0,0.0,135.0,2
1,0,1,0,0.0,230.0,2
2,0,2,0,0.0,128.0,2
3,0,2,0,0.0,91.0,1
3,4,1,0,0.0,36.0,2
1,0,1,0,0.0,146.0,2
7,2,2,0,0.0,850.0,2
3,0,1,0,0.0,73387.0,2
4,0,2,0,0.0,50.0,2
4,1,1,0,0.0,264.0,2
3,0,1,0,0.0,27.0,2
1,0,1,0,1.0,53.0,3
5,0,2,0,0.0,29.0,2
2,1,2,0,0.0,264.0,2
3,0,3,0,0.0,29.0,2
2,1,2,0,0.0,117.0,2
4,0,2,0,0.0,184.0,1
2,3,2,1,0.0,32.0,2
1,0,0,0,0.0,6.0,3
3,2,0,0,0.0,116.0,2
1,0,0,0,0.0,46.0,2
1,0,3,0,0.0,97.0,3
1,0,3,0,0.0,85.0,3
4,2,2,0,0.1631578333333333,38.0,2
2,4,2,0,0.0,67.0,2
1,0,3,0,0.0,91.0,2
9,2,2,0,0.0,85.0,2
2,1,2,0,0.0,167.0,2
1,0,3,0,0.0,154.0,2
3,0,1,0,0.0,39.0,1
3,2,2,0,0.0,740.0,2
3,0,1,0,0.3333333333333333,34.0,2
3,2,2,0,0.0,94.0,2
7,1,1,0,0.0,358.0,2
2,1,1,0,0.0,37.0,1
6,4,2,0,0.0,47.0,2
3,4,2,0,0.0,306.0,2
2,4,2,0,0.0,158.0,2
2,4,2,0,0.0,60.0,1
2,2,2,0,0.2483975,18.0,2
3,0,2,0,0.0,406.0,2
4,2,2,0,0.0,51.0,1
3,1,2,0,0.0,48.0,2
6,1,2,0,0.0,401.0,2
5,3,2,0,0.24603175,535.0,2
2,4,2,0,0.0,40.0,2
3,0,2,0,0.0,87.0,1
3,0,2,0,0.3084576666666666,31.0,2
3,1,2,0,0.0,106.0,2
3,0,2,0,0.0,57.0,1
1,0,1,0,0.0,244.0,3
2,3,2,0,0.0,4749443.0,2
2,0,2,0,0.0,89.0,1
1,0,2,0,0.0,151.0,3
2,0,1,0,0.0,45.0,1
1,0,3,0,0.984127,59.0,3
2,0,2,0,0.5,23.0,1
5,2,2,0,0.0,60.0,1
5,2,2,0,0.0,109.0,2
1,0,2,0,0.0,191.0,3
2,3,2,0,0.198718,21.0,2
3,3,2,0,0.1666666666666666,68.0,2
3,3,2,0,0.1655983333333333,24.0,2
4,2,2,0,0.1666666666666666,165.0,2
14,1,2,0,0.0,361.0,2
1,0,1,0,0.0,471.0,3
2,0,2,0,0.5,47.0,2
0,0,1,2,0.0,292.0,2
3,4,2,0,0.0,96.0,2
4,1,2,0,0.0,58.0,2
2,1,1,0,0.0,122.0,1
2,1,1,0,0.0,68.0,2
2,1,2,1,0.0,30.0,2
2,1,1,0,0.0,184.0,2
1,1,2,1,0.0,27.0,2
3,0,1,0,0.0,37.0,2
9,1,2,0,0.0,40.0,2
3,3,2,0,0.1655983333333333,21.0,2
1,0,1,0,1.0,18.0,3
2,2,2,0,0.0,149.0,2
2,0,1,0,0.0,224.0,2
3,0,2,0,0.0,198.0,2
2,1,2,1,0.0,47.0,2
2,3,2,0,0.0,12.0,2
2,0,2,0,0.0,579.0,2
1,0,1,0,0.978947,15.0,2
2,1,1,0,0.0,12.0,2
3,4,2,0,0.4153845714285714,32.0,2
9,3,0,0,0.0,209.0,2
2,0,1,0,0.0,257.0,2
3,4,2,0,0.0,80.0,2
2,0,2,0,0.4558825,51.0,2
2,0,2,0,0.5,121.0,2
2,3,2,0,0.0,195.0,2
3,1,1,1,0.0,66.0,2
4,0,2,0,0.0,96.0,2
2,1,2,0,0.0,85.0,2
2,0,1,0,0.4732825,10.0,2
2,0,2,0,0.0,452.0,2
2,3,2,0,0.19375,88.0,2
3,3,2,0,0.0,87.0,2
4,1,2,1,0.0,279.0,2
11,0,2,0,0.0,94751.0,2
6,0,1,0,0.0,158.0,2
1,1,1,1,0.0,28.0,2
3,0,2,0,0.65625,20.0,2
3,4,2,0,0.0,214.0,2
1,0,1,0,0.0,68.0,2
3,2,2,0,0.0,34.0,2
1,0,2,0,0.0,551.0,3
1,3,1,1,0.0,11.0,1
2,0,1,0,0.0,195.0,2
3,0,2,0,0.0,700727.0,2
5,2,2,0,0.0,79.0,2
2,2,2,1,0.2483975,32.0,2
1,4,2,1,0.0,16.0,2
1,1,1,1,0.0,22.0,2
4,2,2,0,0.3131313333333333,42.0,2
1,0,3,0,0.0,87.0,2
7,0,2,0,0.0,572.0,1
1,0,3,0,1.0,19.0,3
6,4,2,0,0.6842758,142.0,2
4,0,2,0,0.0,138.0,2
3,1,2,0,0.0,194.0,2
2,0,1,0,0.0,200.0,2
5,0,2,0,0.2,17.0,2
5,1,1,0,0.0,164.0,2
1,3,2,1,0.25,23.0,1
2,2,2,0,0.2384615,34.0,2
4,0,2,0,0.25,42.0,2
1,0,2,0,0.0,592.0,3
2,1,2,0,0.3155216666666666,10.0,1
2,0,1,0,0.3263156666666666,25.0,2
1,0,1,0,0.0,276.0,3
1,1,2,1,0.0,41.0,2
3,0,2,0,0.0,160.0,2
3,0,3,0,0.0,22.0,2
1,4,3,1,0.0,60.0,2
4,1,2,0,0.0,170.0,2
7,0,1,0,0.0,67.0,1
3,0,2,0,0.0,176.0,1
5,4,2,0,0.4391534444444444,87.0,2
2,2,2,1,0.0,35.0,2
1,0,3,0,0.0,143.0,3
5,0,2,0,0.0,75.0,1
5,0,2,0,0.0,171.0,2
6,3,2,0,0.0,89.0,2
1,0,2,0,1.0,47.0,3
5,3,2,0,0.125,127.0,2
3,0,1,0,0.0,114.0,1
4,0,2,0,0.2348485,53.0,2
5,1,2,0,0.0,85.0,2
2,1,1,0,0.3131313333333333,46.0,1
5,4,2,0,0.1111111111111111,47.0,2
3,1,2,0,0.0,152.0,2
4,0,2,0,0.25,102.0,2
4,0,1,0,0.2421875,51.0,2
2,3,2,0,0.0,114.0,2
9,1,1,0,0.0,158.0,2
3,0,1,0,0.0,103.0,2
2,1,2,0,0.3333333333333333,22.0,2
1,0,3,0,0.939394,22.0,3
4,2,2,0,0.0,79.0,2
10,2,2,0,0.0,73.0,2
3,2,2,0,0.1968254,19.0,2
2,2,2,0,0.0,80.0,2
1,0,2,0,0.0,4600.0,3
3,2,2,0,0.0,70.0,2
3,3,2,0,0.984127,751.0,2
2,3,2,0,0.0,53.0,2
3,1,2,1,0.0,53.0,2
4,4,2,0,0.0,52.0,1
5,1,2,0,0.0,39.0,2
2,0,3,0,0.0,52.0,1
1,0,1,0,0.96875,23.0,2
4,4,2,0,0.0,78.0,2
6,0,1,0,0.5,54.0,2
1,1,2,1,0.0,49.0,1
7,0,2,0,0.0,953024.0,2
5,0,2,0,0.0,84.0,2
1,0,0,0,0.0,57.0,2
2,1,3,0,0.0,21.0,2
1,0,0,0,0.0,31.0,2
1,1,1,1,0.0,49.0,1
1,0,1,0,0.984127,63.0,3
1,0,3,0,0.0,94.0,3
1,0,3,0,1.0,43.0,3
7,4,2,0,0.0,52.0,2
4,0,2,0,0.0,73.0,2
0,0,1,2,0.0,219.0,2
1,3,2,1,0.0,89.0,2
2,3,1,0,0.189313,40.0,2
1,0,2,0,1.0,35.0,3
5,0,2,0,0.0,76.0,2
2,3,2,0,0.2,63.0,1
3,0,2,0,0.0,91.0,2
3,2,2,0,0.0,26.0,2
2,0,2,0,0.0,127.0,2
1,1,1,1,0.0,20.0,2
2,1,1,0,0.3039216666666666,22.0,2
4,0,3,0,0.0,89.0,2
2,0,1,0,0.0,51.0,1
3,1,2,0,0.0,126.0,2
1,0,1,0,0.0,124.0,2
7,0,2,0,0.0,108.0,2
1,0,2,0,0.0,515.0,3
1,0,1,0,0.0,594.0,3
6,1,1,0,0.0,91.0,1
2,1,2,0,0.0,88.0,2
9,1,2,0,0.0,73.0,2
6,0,2,0,0.0,85.0,2
4,0,2,0,0.0,125.0,2
3,0,1,0,0.0,142.0,2
1,2,2,1,0.0,30.0,1
4,2,2,0,0.0,49.0,1
9,0,2,0,0.0,1212730.0,2
2,2,2,0,0.0,39.0,2
4,0,2,0,0.0,75.0,2
3,3,2,0,0.0,68.0,2
2,0,2,0,0.0,33.0,1
3,0,2,0,0.0,1802527.0,1
4,0,2,0,0.0,46.0,2
3,0,2,0,0.0,248.0,2
1,0,1,0,0.0,145.0,3
3,1,2,0,0.0,45.0,2
4,0,1,0,0.0,765.0,2
4,0,1,0,0.25,100.0,2
10,0,2,0,0.0,59.0,2
2,1,1,0,0.0,30.0,2
5,2,2,0,0.0,98.0,2
6,0,2,0,0.0,117.0,2
1,0,1,0,0.0,203.0,2
3,1,1,0,0.0,211.0,2
4,4,2,0,0.0,207.0,2
4,0,1,0,0.24473675,42.0,2
3,0,1,0,0.0,104.0,2
3,3,2,0,0.0,58.0,2
2,0,1,0,0.0,75.0,2
3,0,1,0,0.0,97.0,2
2,0,2,0,0.0,114.0,2
1,0,2,0,0.0,350.0,3
3,0,1,0,0.0,67.0,1
2,0,1,0,0.0,191.0,1
1,3,2,1,0.2483975,18.0,2
7,4,1,0,0.0,82.0,2
2,3,2,0,0.2,41.0,2
4,2,2,0,0.0,105.0,2
1,1,2,1,0.0,106.0,2
5,2,2,0,0.484375,50.0,2
2,2,2,0,0.2348485,38.0,2
4,0,2,0,0.0,194.0,2
1,4,2,1,0.0,5.0,2
1,0,3,0,0.0,195.0,3
1,0,3,0,0.0,73.0,3
4,3,2,0,0.0,24.0,1
1,0,1,0,1.0,122.0,3
3,0,1,2,0.0,68.0,2
1,3,2,1,0.0,6.0,2
2,0,1,0,0.0,73.0,2
6,1,1,0,0.0,25.0,2
1,0,1,0,0.0,164.0,3
1,0,1,0,0.0,91.0,2
2,1,1,0,0.0,59.0,2
3,4,2,0,0.0,102.0,2
5,1,1,0,0.0,74.0,2
2,0,1,0,0.5,18.0,2
2,0,1,0,0.5,71.0,2
2,3,2,0,0.0,85414.0,2
2,3,2,0,0.0,87.0,2
8,0,2,0,0.11742425,49.0,2
1,0,2,0,0.0,392.0,3
2,2,2,0,0.0,48.0,1
1,0,1,0,1.0,3.0,3
2,2,2,1,0.0,67.0,1
1,0,2,0,0.96875,51.0,3
6,0,2,0,0.0,62.0,2
5,0,2,0,0.0,106.0,2
2,0,2,0,0.0,41.0,1
5,0,1,0,0.0,71.0,2
1,0,3,0,0.946565,3.0,3
2,2,2,1,0.0,53.0,2
4,3,2,1,0.0,100.0,2
1,0,3,0,0.0,150.0,2
1,0,1,0,0.0,40.0,1
2,0,3,0,0.0,23.0,1
1,0,3,0,0.0,182.0,3
3,2,2,1,0.0,113.0,2
2,0,2,0,0.9894735,12.0,2
4,3,2,0,0.0,40.0,2
4,0,2,0,0.0,12180.0,2
2,1,2,0,0.0,33.0,2
5,3,2,0,0.0,29.0,2
3,0,1,0,0.0,44.0,2
2,2,2,0,0.2348485,30.0,2
3,4,1,0,0.0,20.0,2
1,0,3,0,0.0,3.0,2
2,1,1,0,0.3333333333333333,120.0,2
1,0,3,0,0.0,71.0,3
2,0,1,0,0.0,14.0,1
2,0,2,0,0.5,10.0,2
7,1,2,0,0.0,38.0,2
1,0,1,0,0.0,530.0,3
4,3,2,0,0.0,44.0,2
4,0,2,0,0.0,86.0,1
1,4,2,1,0.0,285.0,1
2,3,2,0,0.2,291.0,2
3,2,2,0,0.3945074,66.0,2
12,0,2,0,0.0,432565.0,2
1,0,1,0,0.984127,174.0,2
4,1,1,0,0.0,234.0,2
4,2,2,0,0.1589743333333333,31.0,2
2,4,2,0,0.0,38.0,2
3,0,3,0,0.3131313333333333,50.0,2
3,1,2,0,0.47958525,47.0,2
2,0,2,0,0.0,99.0,1
2,3,2,0,0.476923,19.0,2
8,3,2,0,0.0,23485.0,2
1,0,3,0,0.0,147.0,3
2,0,2,0,0.0,477.0,2
4,0,2,0,0.0,501462.0,2
6,4,2,0,0.0,114.0,2
3,3,2,0,0.1666666666666666,56.0,2
4,3,2,0,0.0,144.0,2
4,0,2,0,0.4894735,21.0,2
1,0,2,0,0.0,320.0,3
4,0,2,0,0.0,169.0,2
2,1,2,0,0.0,78.0,2
4,0,2,0,0.0,212.0,2
4,3,2,0,0.0,81.0,2
6,0,2,0,0.1666666666666666,25.0,1
2,0,2,0,0.4894735,66.0,2
3,1,2,0,0.2348485,261.0,2
1,4,2,1,0.0,215.0,2
2,3,2,0,0.1878788,56.0,2
8,1,2,0,0.0,202.0,2
3,0,1,0,0.0,39.0,2
2,4,2,0,0.0,71.0,2
1,0,1,0,0.0,438.0,3
7,4,2,0,0.0,557.0,2
5,1,1,0,0.0,247.0,2
4,4,2,0,0.0,85969.0,2
4,1,1,0,0.0,148.0,2
2,0,2,0,0.0,67243.0,2
5,4,2,0,0.0,123.0,2
3,2,2,0,0.0,50.0,2
2,2,2,0,0.0,125.0,2
4,0,1,0,0.0,65.0,2
4,0,2,0,0.0,129.0,2
3,0,2,0,0.0,120.0,2
1,2,2,1,0.0,78.0,2
2,4,2,0,0.3333333333333333,26.0,2
2,0,2,0,0.4920635,21.0,2
8,3,2,0,0.3,148.0,2
3,0,3,0,0.0,18.0,2
2,3,2,0,0.0,133.0,2
3,3,0,0,0.0,22.0,2
2,4,2,1,0.0,15774.0,2
2,4,2,0,0.0,193.0,2
5,0,2,0,0.0,45.0,2
2,3,2,0,0.0,286.0,2
1,0,2,0,0.0,154.0,3
3,2,2,0,0.0,117.0,2
1,0,1,0,0.0,124.0,1
5,3,1,0,0.11742425,84.0,2
2,2,2,0,0.2384615,17.0,2
4,3,2,0,0.0,454.0,2
3,0,2,0,0.0,111.0,2
4,0,2,0,0.0,85424.0,2
3,1,1,0,0.25,151.0,2
2,0,2,0,0.0,246.0,2
3,3,2,0,0.3131313333333333,34.0,2
14,0,2,0,0.0,71.0,2
5,2,2,0,0.0,39.0,2
2,4,2,0,0.0,91.0,2
2,0,2,0,0.0,133.0,2
6,4,2,0,0.0,146.0,2
7,3,2,0,0.0,287.0,1
2,4,2,0,0.0,251.0,2
3,1,2,1,0.0,106.0,2
1,0,1,0,0.0,114.0,2
5,1,1,0,0.0,31.0,2
1,2,2,1,0.3179486666666666,17.0,2
2,1,2,1,0.6666666666666666,95.0,2
4,1,2,0,0.0,45.0,2
1,0,0,0,0.0,120.0,3
1,0,2,0,0.0,264.0,3
2,4,2,0,0.1640211666666666,31.0,2
1,0,3,0,0.0,141.0,1
3,4,2,0,0.0,174.0,2
8,0,2,0,0.0,1326547.0,2
1,0,2,0,0.0,178.0,3
2,0,1,0,0.0,30.0,1
5,0,2,0,0.0,93.0,2
3,0,2,0,0.6666666666666666,34.0,2
6,3,2,0,0.0,796.0,2
6,0,2,0,0.0,60.0,1
1,0,3,0,1.0,9.0,2
1,0,2,0,0.0,520.0,3
5,1,2,0,0.0,605346.0,2
1,0,2,0,0.939394,27.0,3
4,2,2,0,0.1666666666666666,54.0,2
3,0,2,0,0.3333333333333333,23.0,2
2,0,2,0,0.0,336.0,2
3,3,2,0,0.0,305.0,2
5,0,1,0,0.0,17439.0,2
2,3,2,0,0.2,37.0,2
8,0,2,0,0.24609375,349.0,2
3,0,2,0,0.0,3884933.0,2
4,0,1,0,0.0,599.0,2
1,0,1,0,0.939394,26.0,3
3,4,2,0,0.0,119.0,2
2,0,2,0,0.4920635,12.0,2
2,4,2,0,0.0,63.0,2
1,4,2,1,0.0,17.0,2
5,0,2,0,0.0,38.0,2
1,0,0,0,0.0,31.0,3
2,1,3,0,0.0,37.0,1
1,0,3,0,0.0,102.0,2
4,0,2,0,0.0,36.0,1
2,3,2,0,0.0,31.0,1
5,2,2,0,0.0,66.0,2
2,1,2,0,0.3280423333333333,198.0,2
1,1,1,1,0.0,17.0,2
2,1,2,0,0.0,76.0,2
1,0,1,2,0.0,155.0,2
5,0,2,0,0.0,369.0,2
3,1,1,0,0.0,351.0,2
1,0,1,0,0.0,590.0,3
2,0,2,0,0.0,9.0,1
5,3,2,0,0.0,142.0,2
3,4,2,0,0.0,109.0,2
14,3,2,0,0.0,2416822.0,2
2,1,1,0,0.0,613087.0,1
3,0,1,0,0.0,93.0,1
1,0,1,0,0.0,277.0,3
